academicYear,term,termCode,courseCode,courseNumber,shortTitle,title,facultyDescription,subjectCode,subject,courseType,credits,creditUnvergraduate,creditGraduate,url,daysOfWeek,startTime,endTime,location,notes,description
2023,Fall,1,16940,129,BIOS E-129 Section 1 (16940),Stem Cell and Regenerative Biology,"Julie Park PhD, Lecturer on Stem Cell and Regenerative Biology, Harvard University - Saige Lorraine Pompura PhD",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-129/1,Thursday,18:30:00,20:30:00, ,"Flexible Attendance Web Conference.<br><br>Optional sections to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","We are entering a new era in which a fundamental understanding of developmental biology and regeneration will play a critical role. In this course, embryonic and adult stem cells in different organisms are examined in terms of their molecular, cellular, and potential therapeutic properties. Genetic reprogramming and cloning of animals are critically evaluated. Ethical and political considerations are also considered.<br><br>Prerequisites: BIOS E-1a and BIOS E-1b (offered previously) or BIOS E-1ax and BIOS E-1bx, or the equivalent; knowledge of cell, molecular, or developmental biology is recommended."
2023,Spring,2,26516,14,BIOS E-14 Section 1 (26516),Principles of Genetics,"Frederick R. Bieber PhD, Associate Professor of Pathology, Harvard Medical School - Chu Kwen Ho PhD, Instructional Consultant, STEM Education and Teacher Development, University of Massachusetts, Dartmouth",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-14/1,Monday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br>Optional sections to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This is a general course in genetics providing a broad view of gene action from the molecular to the population levels, with emphasis on eukaryotes. Topics include bacterial and viral genetics, Mendelian genetics, mutation and DNA repair, forensic DNA technology, chromosome structure and function, genomics, and population and evolutionary genetics. The course also covers legal, ethical, and policy considerations for use of genetic technology. <br><br>Prerequisites: BIOS E-1a and BIOS E-1b (offered previously) or BIOS E-1ax and BIOS E-1bx, or the equivalent; CHEM E-1a and CHEM E-1b (offered previously) or CHEM E-1ax and CHEM E-1bx, or the equivalent; and MATH E-8."
2023,Spring,2,24224,155,BIOS E-155 Section 1 (24224),Medical Microbiology,"Matthew Schaefers PhD, Assistant Professor of Anaesthesia, Harvard Medical School and and Research Associate, Boston Children's Hospital - Nikolaus Jilg MD, PhD, Instructor in Medicine, Massachusetts General Hospital, Harvard Medical School - Sarah Osmulski MD, Resident Physician, Department of Anesthesiology, Perioperative and Pain Medicine, Brigham and Women's Hospital",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-155/1,Wednesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the microbial species that cause human disease. We cover bacteria, fungi, viruses, and protozoa, and discuss current topics including antibiotic resistance, public health threats, and the microbiome. There is no laboratory component to this course.<br><br>Prerequisites: Basic molecular and cellular biology, such as BIOS E-1a (offered previously), BIOS E-1ax, or equivalent."
2023,Fall,1,16988,16,BIOS E-16 Section 1 (16988),Cell Biology,"Jared Johnson PhD, Instructor in Cell Biology, Harvard Medical School",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-16/1,Tuesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is an in-depth exploration of the structure, function, and behavior of the basic units of life cells. Students learn about the processes of cytoskeletal reorganization and vesicle trafficking, and the highly choreographed events that govern cell polarity and mitosis. Special attention is given to connections to human diseases and the experimental breakthroughs that changed how we view human life at its most basic level.<br><br>Prerequisites: BIOS E-1a (offered previously), BIOS E-1ax, or the equivalent."
2023,Fall,1,16915,162,BIOS E-162a Section 1 (16915),Human Pathophysiology I,"Nancy Long Sieber PhD, Adjunct Lecturer on Physiology, Harvard T. H. Chan School of Public Health",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-162a/1,Monday,17:30:00,19:30:00, ,"Flexible Attendance Web Conference.<br><br>Optional weekly review sessions to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course focuses on the pathophysiology of the human cardiovascular, respiratory, and renal systems, and on how these systems are altered by various physiologic challenges. The concept of homeostasis is integrated with general disease processes such as injury, inflammation, fibrosis, and neoplasia to demonstrate ways in which perturbations in physiological regulatory mechanisms result in disease. We particularly focus on chronic disease, the effects of stress and obesity on these systems, and on differences between men and women in the manifestation of these diseases. Please note that Human Pathophysiology II is offered in alternate years.<br><br>Prerequisites: BIOS E-65c and BIOS E-65d, or permission of the instructors."
2023,Spring,2,25898,163,BIOS E-163 Section 1 (25898),Human Endocrine Physiology,"Daniel Spratt MD, Professor of Medicine, Maine Medical Center, Tufts University School of Medicine",BIOS,Biological Sciences,Online or On Campus,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-163/1,Tuesday,17:40:00,19:40:00,1 Story Street 306,"Online or On Campus.<br><br>Optional sections Thursdays, time to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course delves into the fascinating ways in which hormones influence the body's development and function. Initial lectures describe the nature of different hormones and how they exert their actions. Subsequent lectures explore how hormones regulate body functions including growth and reproduction, thyroid and metabolism, calcium and bones, nutrition, and salt/fluid balance. Clinical examples from both health and disease as well as evolutionary and historical perspectives are used liberally to illustrate points. We also explore how this physiology can be used to understand and treat diverse medical disorders such as diabetes, infertility, abnormal sexual differentiation and puberty, and osteoporosis.<br><br>Prerequisites: BIOS E-1a and BIOS E-1b (offered previously), BIOS E-1ax and BIOS E-1bx, or introductory physiology."
2023,Fall,1,16980,167,BIOS E-167 Section 1 (16980),Principles of Cardiology,"Abul Ariza MD, Research Fellow in Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School - Frans Serpa MD, Research Fellow in Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-167/1,Thursday,15:00:00,17:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","One person dies every 34 seconds in the United States from cardiovascular disease. From public health to critical care, in the outpatient setting to state-of-the-art clinical research, cardiology is a major staple in any physician-scientist career. The goal of this course is to familiarize students with the basic concepts of cardiology, from anatomy and physiology to common pathologies, with a basic understanding of the tools and procedures performed in the specialty. All these concepts are then integrated to gain novel skills such as basic interpretation and understanding of the electrocardiogram, echocardiogram, and the different types of angiographies. Finally, we hypothesize the future directions of cardiology by discussing the most advanced diagnostics and therapeutics, such as proteomic and metabolic profiling, ventricular assistant devices, artificial hearts, and heart transplantation. We use challenging clinical cases based on real-life scenarios to dissect this highly complex and fascinating specialty into clinical, research, and public health concepts. Through lectures, active participation in forums, clinical-based assessments, the most updated materials, and a final presentation of an individual project to the faculty, the course gives students the knowledge to understand how the cardiovascular system works in health and disease. Emphasis includes high-yield concepts of the cardiovascular system present in medical licensing examinations by analyzing epidemiology, pathophysiology, and management of common cardiovascular diseases.<br><br>Prerequisites: Some background in basic anatomy and/or biology is helpful."
2023,Fall,1,14330,18,BIOS E-18 Section 1 (14330),Evolution,"Maria E. Miara PhD, Associate Professor of Biology, Brandeis University",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-18/1,Thursday,20:10:00,22:10:00, ,"Flexible Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","Evolution is such a major tenet of modern biological theory that in 1973, evolutionary biologist Theodosius Dobzhansky penned that ""nothing in biology makes sense except in the light of evolution."" This course provides a comprehensive introduction to evolutionary biology. Students are introduced to both short-term and long-term evolutionary processes and they explore the patterns that result from those processes. Topics covered include the history of evolutionary theory, evidence for evolution, the origin of life, the origin of animals and the Cambrian explosion, genetic evolution, natural selection, sexual selection, species and speciation, human evolution, and evolutionary issues in modern society. <br><br>Prerequisites: An introductory organismal biology course such as BIOS E-1b (offered previously) or BIOS E-1bx."
2023,Fall,1,17004,1,BIOS E-1ax Section 1 (17004),Introduction to Molecular and Cellular Biology (Lecture),"Edith Julieta Sarmiento-Ponce PhD, Associate of the Department of Organismic and Evolutionary Biology, Harvard University - Michael J. Borrett PhD, Postdoctoral Research Fellow in Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,On campus only,3,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-1ax/1,Monday Wednesday,18:00:00,20:00:00,Science Center A,"On campus only.<br><br>Required sections to be arranged.<br><br>Students in this course, other sections of BIOS E-1AX, and in BIOS E-1AXL may interact with one another, for example, in Canvas or in live sessions. Accordingly, when students participate in the live sessions, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $1,530.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is the first half of a year-long introductory series focused on the principles of cellular biology (BIOS E-1ax) and organismic biology (BIOS E-1bx). Topics include molecular biology, energy, metabolism, and genetics. The series complies with the current medical school requirements for one year of introductory biology. This course does not include a lab; students who need a biology lab should enroll concurrently in BIOS E-1axl."
2023,Fall,1,17005,1,BIOS E-1ax Section 2 (17005),Introduction to Molecular and Cellular Biology (Lecture),"Edith Julieta Sarmiento-Ponce PhD, Associate of the Department of Organismic and Evolutionary Biology, Harvard University - Michael J. Borrett PhD, Postdoctoral Research Fellow in Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,Live Attendance Web Conference,3,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-1ax/1,Monday Wednesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br>Required sections to be arranged.<br><br>Students in this course, other sections of BIOS E-1AX, and in BIOS E-1AXL may interact with one another, for example, in Canvas or in live sessions. Accordingly, when students participate in the live sessions, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $1,530.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is the first half of a year-long introductory series focused on the principles of cellular biology (BIOS E-1ax) and organismic biology (BIOS E-1bx). Topics include molecular biology, energy, metabolism, and genetics. The series complies with the current medical school requirements for one year of introductory biology. This course does not include a lab; students who need a biology lab should enroll concurrently in BIOS E-1axl."
2023,Fall,1,17007,1,BIOS E-1axl Section 1 (17007),Introduction to Molecular and Cellular Biology (Lab),"Edith Julieta Sarmiento-Ponce PhD, Associate of the Department of Organismic and Evolutionary Biology, Harvard University - Michael J. Borrett PhD, Postdoctoral Research Fellow in Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,On campus only,1,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-1axl/1,,,,,"On campus only.<br><br>Labs meet roughly every other week Mondays, 6-9 pm. Other times may be available pending enrollment and student interest. See course syllabus for details.<br><br> Students in this course, other sections of BIOS E-1AXL, and in BIOS E-1AX may interact with one another, for example, in Canvas or in labs. Accordingly, when students participate in the labs, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $510.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This laboratory course is only open to students who are concurrently enrolled in BIOS E-1ax. The course allows students to gain familiarity with laboratory techniques and apparatus, and to apply their knowledge of concepts from BIOS E-1ax in an actual laboratory situation."
2023,Fall,1,17008,1,BIOS E-1axl Section 2 (17008),Introduction to Molecular and Cellular Biology (Lab),"Edith Julieta Sarmiento-Ponce PhD, Associate of the Department of Organismic and Evolutionary Biology, Harvard University - Michael J. Borrett PhD, Postdoctoral Research Fellow in Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,Live Attendance Web Conference,1,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-1axl/2,,,,,"Live Attendance Web Conference.<br><br>Labs meet roughly every other week Mondays, 6-9 pm. Other times may be available pending enrollment and student interest. See course syllabus for details.<br><br> Students in this course, other sections of BIOS E-1AXL, and in BIOS E-1AX may interact with one another, for example, in Canvas or in labs. Accordingly, when students participate in the labs, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $510.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This laboratory course is only open to students who are concurrently enrolled in BIOS E-1ax. The course allows students to gain familiarity with laboratory techniques and apparatus, and to apply their knowledge of concepts from BIOS E-1ax in an actual laboratory situation."
2023,Spring,2,26631,1,BIOS E-1bx Section 1 (26631),Introduction to Organismic and Evolutionary Biology (Lecture),"Casey Roehrig PhD, Manager of Instructional Development, Office of the Vice Provost for Advances in Learning, Harvard University - Lorenzo Gesuita PhD, Research Fellow in Genetics and Genomics, Department of Genetics, Harvard Medical School",BIOS,Biological Sciences,On campus only,3,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-1bx/1,Monday Wednesday,18:00:00,20:00:00,Science Center A,"On campus only.<br><br>Optional sections to be arranged.<br><br>Students in this course, other sections of BIOS E-1BX, and in BIOS E-1BXL may interact with one another, for example, in Canvas or in live sessions. Accordingly, when students participate in the live sessions, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $1,530.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is the second half of a year-long introductory series focused on the principles of cellular biology (BIOS E-1ax) and organismic biology (BIOS E-1bx). This course builds on the foundation established in BIOS E-1ax and covers the origin of life and principles of evolution, and anatomy and physiology. The series fulfills current medical school requirements for one year of introductory biology. This course does not include a lab; students who need a biology lab should enroll concurrently in¿ BIOS E-1bxl.<br><br>Prerequisites: BIOS E-1ax or the equivalent."
2023,Spring,2,26632,1,BIOS E-1bx Section 2 (26632),Introduction to Organismic and Evolutionary Biology (Lecture),"Casey Roehrig PhD, Manager of Instructional Development, Office of the Vice Provost for Advances in Learning, Harvard University - Lorenzo Gesuita PhD, Research Fellow in Genetics and Genomics, Department of Genetics, Harvard Medical School",BIOS,Biological Sciences,Live Attendance Web Conference,3,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-1bx/1,Monday Wednesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br>Optional sections to be arranged.<br><br>Students in this course, other sections of BIOS E-1BX, and in BIOS E-1BXL may interact with one another, for example, in Canvas or in live sessions. Accordingly, when students participate in the live sessions, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $1,530.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is the second half of a year-long introductory series focused on the principles of cellular biology (BIOS E-1ax) and organismic biology (BIOS E-1bx). This course builds on the foundation established in BIOS E-1ax and covers the origin of life and principles of evolution, and anatomy and physiology. The series fulfills current medical school requirements for one year of introductory biology. This course does not include a lab; students who need a biology lab should enroll concurrently in¿ BIOS E-1bxl.<br><br>Prerequisites: BIOS E-1ax or the equivalent."
2023,Spring,2,26633,1,BIOS E-1bxl Section 1 (26633),Introduction to Organismic and Evolutionary Biology (Lab),"Casey Roehrig PhD, Manager of Instructional Development, Office of the Vice Provost for Advances in Learning, Harvard University - Lorenzo Gesuita PhD, Research Fellow in Genetics and Genomics, Department of Genetics, Harvard Medical School",BIOS,Biological Sciences,On campus only,1,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-1bxl/1,,,,,"On campus only.<br><br>Labs meet roughly every other week Mondays, 6-9 pm. Other times may be available pending enrollment and student interest. See course syllabus for details.<br><br>Students in this course, other sections of BIOS E-1BXL, and in BIOS E-1BX may interact with one another, for example, in Canvas or in labs. Accordingly, when students participate in the labs, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $510.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This laboratory course is only open to students who are concurrently enrolled in BIOS E-1bx. The course allows students to gain familiarity with laboratory techniques and apparatus, and to apply their knowledge of concepts from BIOS E-1bx in an actual laboratory situation."
2023,Spring,2,26634,1,BIOS E-1bxl Section 2 (26634),Introduction to Organismic and Evolutionary Biology (Lab),"Casey Roehrig PhD, Manager of Instructional Development, Office of the Vice Provost for Advances in Learning, Harvard University - Lorenzo Gesuita PhD, Research Fellow in Genetics and Genomics, Department of Genetics, Harvard Medical School",BIOS,Biological Sciences,Live Attendance Web Conference,1,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-1bxl/2,,,,,"Live Attendance Web Conference.<br><br>Labs meet roughly every other week Mondays, 6-9 pm. Other times may be available pending enrollment and student interest. See course syllabus for details.<br><br>Students in this course, other sections of BIOS E-1BXL, and in BIOS E-1BX may interact with one another, for example, in Canvas or in labs. Accordingly, when students participate in the labs, they may do so alongside students in other sections. If students participate in a way that causes them to appear in recordings of the class, those recordings may be shown to students enrolled in the other courses.<br><br>Undergraduate credit $510.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This laboratory course is only open to students who are concurrently enrolled in BIOS E-1bx. The course allows students to gain familiarity with laboratory techniques and apparatus, and to apply their knowledge of concepts from BIOS E-1bx in an actual laboratory situation."
2023,Fall,1,16872,200,BIOS E-200 Section 1 (16872),Proseminar: Introduction to Graduate Studies in Biology,"Catherine Cahill PhD, Assistant Professor of Psychiatry, Harvard Medical School",BIOS,Biological Sciences,Live Attendance Web Conference,4,0,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-200/1,Tuesday,11:00:00,13:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This proseminar is designed to teach students many of the writing and analytical skills that are required to succeed in graduate-level courses in the biological sciences. The course is organized around discussion of topics derived from peer-reviewed published research in the fields of mucosal immunology, microbiology, and virology. We discuss the COVID-19 pandemic and attempt to understand disease pathogenesis, innate responses, and vaccine design. We also learn about human microbiome and how its presence alters susceptibility to infection. We discuss how microbiome-derived metabolites can control the immune system and learn how diet, probiotics, and/or microbiota-released metabolites ensure health. Through critical reading and presentation of research articles, students practice asking research questions that can be addressed experimentally and write testable hypothesis. This course also addresses the process of experimental design and current experimental methodologies in biology. Students are given multiple opportunities to hone their writing skills on several short writing assignments and a final writing project due at the end of the semester. Because skills learned in this course are useful in subsequent courses, it is the first course that prospective Master of Liberal Arts (ALM) candidates should take toward the degree (or the second, if they are completing the expository writing prerequisite). While not designed to be a thesis or capstone proposal course, this course does serve as a foundation for eventual work on the thesis or capstone. This is the required admission course for the ALM, biology. Students interested in the ALM, biotechnology, should see BIOT E-200.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course. In addition, at the first class meeting students must complete a writing assignment that demonstrates their graduate-level reading comprehension and ability to write coherent, logical arguments. Molecular biology (BIOS E-12 or the equivalent) and EXPO E-42c are highly recommended."
2023,Spring,2,22950,200,BIOS E-200 Section 1 (22950),Proseminar: Introduction to Graduate Studies in Biology,"Margaret A. Lynch PhD, Director of Undergraduate-Faculty Research Partnerships, Brandeis University",BIOS,Biological Sciences,Live Attendance Web Conference,4,0,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-200/1,Monday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This proseminar is designed to teach students many of the writing and analytical skills that are required to succeed in graduate-level courses in the biological sciences. Through critical reading and presentation of research articles, students learn how to form questions that can be addressed experimentally and how to write a corresponding, testable hypothesis. This course also addresses the process of experimental design and current experimental methodologies in biology. Students are given multiple opportunities to hone their writing skills on several short writing assignments and a final writing project due at the end of the semester. Because skills learned in this course are useful in subsequent courses, it is the first course that prospective Master of Liberal Arts (ALM) candidates should take toward the degree (or the second, if they are completing the expository writing prerequisite).  While not designed to be a thesis or capstone proposal course (students will complete the official proposal course later in their degree program), it does serve as a foundation for eventual work on the thesis or capstone. This is the required admission course for the Master of Liberal Arts, biology. Students interested in the Master of Liberal Arts, biotechnology, should see BIOT E-200.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course. In addition, at the first class meeting students must complete a writing assignment that demonstrates their graduate-level reading comprehension and ability to write coherent, logical arguments. Molecular biology (BIOS E-12 or the equivalent) and EXPO E-42c are highly recommended."
2023,Fall,1,16899,203,BIOS E-203 Section 1 (16899),Classic Papers in Experimental Biology,"William J. Anderson PhD, Senior Lecturer on Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,Live Attendance Web Conference,4,0,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-203/1,Tuesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","What makes a science paper a classic? Does it start or redefine a field? Does it reveal a fundamental understanding of life? Is it the basis for a class of compounds that revolutionize medicine? This course explores some of these transformative papers taken from different fields in biology.<br><br>Prerequisites: BIOS E-1a and BIOS E-1b (offered previously), BIOS E-1ax and BIOS E-1bx, or equivalent. BIOS E-200 recommended but not required."
2023,Spring,2,26504,204,BIOS E-204 Section 1 (26504),Developmental and Regenerative Biology,"William J. Anderson PhD, Senior Lecturer on Stem Cell and Regenerative Biology, Harvard University",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-204/1,Tuesday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","The field of developmental biology provides insights on a most interesting question: how do all of the cells in our bodies arise from a single cell, the fertilized egg? This graduate seminar probes this question through critical analysis of the primary literature. Both classical as well as contemporary papers are scrutinized. We cover topics ranging from fertilization, organogenesis, patterning, regeneration, and aging, with a focus on humans whenever possible.<br><br>Prerequisites: One year of introductory biology (BIOS E-1a and BIOS E-1b [offered previously], BIOS E-1ax and BIOS E-1bx, or equivalent); developmental biology (BIOS E-55) and/or stem cell biology (BIOS E-129) strongly recommended. Graduate proseminar (BIOS E-200) recommended but not required."
2023,Spring,2,26199,207,BIOS E-207 Section 1 (26199),Forensic Pathology,"Jennifer Coulombe PhD, Research Fellow in Orthopedic Surgery, Harvard Medical School - Dana Stearns MD, Assistant Professor of Emergency Medicine and of Surgery, Harvard Medical School",BIOS,Biological Sciences,On campus only,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-207/1,Tuesday,18:00:00,20:00:00,Tosteson Medical Ed Center 128,"On campus only.<br><br>This course meets on the Longwood campus.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course explores injury analysis and the determination of trauma etiology and mechanics. Starting with an examination of injury and emergency department tables from the Centers for Disease Control, students move on to case analyses and self and team-run investigations. Topics include, but are not limited to, intentional versus unintentional trauma, ballistic trauma, child abuse, intimate partner violence, motor vehicle accidents, penetrating trauma, and various other methods of intentional trauma.<br><br>Prerequisites: BIOS E-65c or BIOS E-65d, or equivalent."
2023,Fall,1,17030,236,BIOS E-236 Section 1 (17030),How Commensal Organisms Control Our Health,"Mihaela G. Gadjeva PhD, Associate Director, Bacteriology, Moderna",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-236/1,Monday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","The overarching subject of the course is to describe how gut commensal organisms are involved in the maintenance of human health. The course uses a collection of recently published, ground-breaking, and exciting new discoveries on the subject. We make connections between diet, gut colonization with commensal organisms, metabolites released by the commensal organisms, and maintenance of health. We also discuss the role of commensals when health is perturbed during conditions such as neurodegenerative diseases, cancer, and infection. Students learn what changes in the commensal communities co-occur with the different diseased states. Under the commensal-neurodegenerative disease topic, we explore the contribution of commensal-derived metabolites to the development and progression of autism, Parkinson's, and Alzheimer's diseases. Under the commensal-cancer topic, we examine how the efficacy of current biologics for cancer treatment depends on commensal colonizers. Lastly, we explore how commensal species alter immune responses to determine susceptibility to infections. This is a highly interactive course, where students may suggest and select favorite topics to explore and present during section discussions. Students can also suggest innovative future research directions based what they have learned during our meetings.<br><br>Prerequisites: Knowledge in cell biology and immunology."
